Wedge,Timestamp,RFID,Mouse
13,8/8/21 15:37,48 48 48 48 54 51 55 48 54,360
13,8/8/21 15:37,48 48 48 48 54 51 55 48 54,360
13,8/8/21 15:36,48 48 48 48 54 51 55 48 54,360
13,8/8/21 15:36,48 48 48 48 54 51 55 48 54,360
13,8/8/21 15:36,48 48 48 48 54 51 55 48 54,360
13,8/8/21 15:36,48 48 48 48 54 51 55 48 54,360
13,8/8/21 15:36,48 48 48 48 54 51 55 48 54,360
13,8/8/21 15:36,48 48 48 48 54 51 55 48 54,360
13,8/8/21 15:36,48 48 48 48 54 51 55 48 54,360
13,8/8/21 15:36,48 48 48 48 54 51 55 48 54,360
13,8/8/21 15:36,48 48 48 48 54 51 55 48 54,360
13,8/8/21 15:36,48 48 48 48 54 51 55 48 54,360
71,8/8/21 15:35,48 48 48 48 54 51 55 54 54,318
13,8/8/21 15:34,48 48 48 48 54 51 55 48 54,360
5,8/8/21 15:31,48 48 48 49 51 48 50 55 50,307
13,8/8/21 15:30,48 48 48 48 54 51 55 48 54,360
71,8/8/21 15:29,48 48 48 48 54 51 55 54 54,318
71,8/8/21 15:24,48 48 48 49 51 48 50 56 55,316
5,8/8/21 15:24,48 48 48 49 51 48 50 55 50,307
5,8/8/21 15:24,48 48 48 49 51 48 50 55 50,307
5,8/8/21 15:24,48 48 48 49 51 48 50 55 50,307
5,8/8/21 15:24,48 48 48 49 51 48 50 55 50,307
71,8/8/21 15:22,48 48 48 49 51 48 50 56 55,316
5,8/8/21 15:20,48 48 48 49 51 48 50 55 50,307
5,8/8/21 15:20,48 48 48 49 51 48 50 55 50,307
5,8/8/21 15:20,48 48 48 49 51 48 50 55 50,307
5,8/8/21 15:20,48 48 48 49 51 48 50 55 50,307
5,8/8/21 15:20,48 48 48 49 51 48 50 55 50,307
5,8/8/21 15:18,48 48 48 49 51 48 50 55 50,307
5,8/8/21 15:17,48 48 48 49 51 48 50 55 50,307
5,8/8/21 15:17,48 48 48 49 51 48 50 55 50,307
5,8/8/21 15:17,48 48 48 49 51 48 50 55 50,307
5,8/8/21 15:17,48 48 48 49 51 48 50 55 50,307
5,8/8/21 15:15,48 48 48 49 51 48 50 55 50,307
30,8/8/21 15:14,48 48 48 49 48 57 57 53 49,302
5,8/8/21 15:12,48 48 48 49 51 48 50 55 50,307
30,8/8/21 15:12,48 48 48 49 48 57 57 53 49,302
5,8/8/21 15:12,48 48 48 49 51 48 50 55 50,307
5,8/8/21 15:12,48 48 48 49 51 48 50 55 50,307
71,8/8/21 15:11,48 48 48 49 51 48 50 56 55,316
13,8/8/21 15:11,48 48 48 48 54 51 55 48 54,360
13,8/8/21 15:10,48 48 48 48 54 51 55 48 54,360
71,8/8/21 15:10,48 48 48 49 51 48 50 56 55,316
71,8/8/21 15:09,48 48 48 49 51 48 51 54 51,314
71,8/8/21 15:08,48 48 48 49 51 48 51 54 51,314
71,8/8/21 15:05,48 48 48 49 51 48 50 55 50,307
13,8/8/21 15:01,48 48 48 48 54 51 55 48 54,360
71,8/8/21 14:58,48 48 48 49 51 48 51 54 51,314
71,8/8/21 14:58,48 48 48 49 51 48 50 55 50,307
71,8/8/21 14:58,48 48 48 49 51 48 50 55 50,307
71,8/8/21 14:58,48 48 48 49 51 48 50 55 50,307
71,8/8/21 14:56,48 48 48 49 51 48 51 54 51,314
71,8/8/21 14:54,48 48 48 49 51 48 50 56 55,316
71,8/8/21 14:53,48 48 48 49 51 48 50 56 55,316
13,8/8/21 14:49,48 48 48 48 54 51 55 48 54,360
13,8/8/21 14:49,48 48 48 48 54 51 55 48 54,360
13,8/8/21 14:49,48 48 48 48 54 51 55 48 54,360
71,8/8/21 14:47,48 48 48 49 51 48 50 55 50,307
3,8/8/21 14:45,48 48 48 49 51 48 50 56 55,316
71,8/8/21 14:44,48 48 48 49 51 48 50 55 50,307
71,8/8/21 14:41,48 48 48 49 51 48 50 56 55,316
71,8/8/21 14:41,48 48 48 49 51 48 50 56 55,316
71,8/8/21 14:40,48 48 48 48 54 51 55 48 51,324
6,8/8/21 14:40,48 48 48 49 51 48 50 55 50,307
6,8/8/21 14:40,48 48 48 49 51 48 50 55 50,307
6,8/8/21 14:40,48 48 48 49 51 48 50 55 50,307
6,8/8/21 14:39,48 48 48 49 51 48 50 55 50,307
6,8/8/21 14:39,48 48 48 49 51 48 50 55 50,307
6,8/8/21 14:39,48 48 48 49 51 48 50 55 50,307
6,8/8/21 14:39,48 48 48 49 51 48 50 55 50,307
6,8/8/21 14:39,48 48 48 49 51 48 50 55 50,307
6,8/8/21 14:39,48 48 48 49 51 48 50 55 50,307
6,8/8/21 14:39,48 48 48 49 51 48 50 55 50,307
6,8/8/21 14:39,48 48 48 49 51 48 50 55 50,307
6,8/8/21 14:39,48 48 48 49 51 48 50 55 50,307
6,8/8/21 14:39,48 48 48 49 51 48 50 55 50,307
6,8/8/21 14:38,48 48 48 49 51 48 50 55 50,307
6,8/8/21 14:38,48 48 48 49 51 48 50 55 50,307
6,8/8/21 14:38,48 48 48 49 51 48 50 55 50,307
6,8/8/21 14:38,48 48 48 49 51 48 50 55 50,307
6,8/8/21 14:38,48 48 48 49 51 48 50 55 50,307
71,8/8/21 14:38,48 48 48 48 54 51 55 48 51,324
6,8/8/21 14:38,48 48 48 49 51 48 50 55 50,307
2,8/8/21 14:38,48 48 48 49 48 57 57 53 49,302
6,8/8/21 14:38,48 48 48 49 51 48 50 55 50,307
6,8/8/21 14:38,48 48 48 49 51 48 50 55 50,307
6,8/8/21 14:38,48 48 48 49 51 48 50 55 50,307
6,8/8/21 14:38,48 48 48 49 51 48 50 55 50,307
6,8/8/21 14:37,48 48 48 49 51 48 50 55 50,307
6,8/8/21 14:37,48 48 48 49 51 48 50 55 50,307
6,8/8/21 14:37,48 48 48 49 51 48 50 55 50,307
6,8/8/21 14:37,48 48 48 49 51 48 50 55 50,307
6,8/8/21 14:37,48 48 48 49 51 48 50 55 50,307
6,8/8/21 14:37,48 48 48 49 51 48 50 55 50,307
71,8/8/21 14:33,48 48 48 49 51 48 50 56 55,316
71,8/8/21 14:33,48 48 48 49 51 48 50 56 55,316
30,8/8/21 14:26,48 48 48 49 48 57 57 53 49,302
30,8/8/21 14:26,48 48 48 49 48 57 57 53 49,302
3,8/8/21 14:26,48 48 48 48 54 51 55 48 51,324
13,8/8/21 14:23,48 48 48 48 54 51 55 48 54,360
13,8/8/21 14:23,48 48 48 48 54 51 55 48 54,360
13,8/8/21 14:23,48 48 48 48 54 51 55 48 54,360
13,8/8/21 14:23,48 48 48 48 54 51 55 48 54,360
71,8/8/21 14:21,48 48 48 48 54 51 55 48 51,324
13,8/8/21 14:20,48 48 48 48 54 51 55 48 54,360
13,8/8/21 14:20,48 48 48 48 54 51 55 48 54,360
13,8/8/21 14:20,48 48 48 48 54 51 55 48 54,360
71,8/8/21 14:17,48 48 48 48 54 51 55 48 51,324
6,8/8/21 14:12,48 48 48 49 51 48 50 55 50,307
5,8/8/21 14:12,48 48 48 48 54 51 55 48 54,360
6,8/8/21 14:12,48 48 48 49 51 48 50 55 50,307
6,8/8/21 14:12,48 48 48 49 51 48 50 55 50,307
6,8/8/21 14:12,48 48 48 49 51 48 50 55 50,307
6,8/8/21 14:12,48 48 48 49 51 48 50 55 50,307
6,8/8/21 14:12,48 48 48 49 51 48 50 55 50,307
5,8/8/21 14:12,48 48 48 48 54 51 55 48 54,360
5,8/8/21 14:11,48 48 48 48 54 51 55 48 54,360
5,8/8/21 14:11,48 48 48 48 54 51 55 48 54,360
6,8/8/21 14:09,48 48 48 49 51 48 50 55 50,307
6,8/8/21 14:09,48 48 48 49 51 48 50 55 50,307
6,8/8/21 14:09,48 48 48 49 51 48 50 55 50,307
6,8/8/21 14:09,48 48 48 49 51 48 50 55 50,307
6,8/8/21 14:09,48 48 48 49 51 48 50 55 50,307
6,8/8/21 14:09,48 48 48 49 51 48 50 55 50,307
6,8/8/21 14:09,48 48 48 49 51 48 50 55 50,307
6,8/8/21 14:09,48 48 48 49 51 48 50 55 50,307
6,8/8/21 14:08,48 48 48 49 51 48 50 55 50,307
6,8/8/21 14:08,48 48 48 49 51 48 50 55 50,307
5,8/8/21 14:08,48 48 48 48 54 51 55 48 54,360
6,8/8/21 14:07,48 48 48 49 51 48 50 55 50,307
6,8/8/21 14:07,48 48 48 49 51 48 50 55 50,307
6,8/8/21 14:07,48 48 48 49 51 48 50 55 50,307
6,8/8/21 14:07,48 48 48 49 51 48 50 55 50,307
5,8/8/21 14:07,48 48 48 48 54 51 55 48 54,360
5,8/8/21 14:07,48 48 48 48 54 51 55 48 54,360
5,8/8/21 14:07,48 48 48 48 54 51 55 48 54,360
5,8/8/21 14:07,48 48 48 48 54 51 55 48 54,360
5,8/8/21 14:07,48 48 48 48 54 51 55 48 54,360
6,8/8/21 14:06,48 48 48 49 51 48 50 55 50,307
6,8/8/21 14:04,48 48 48 49 51 48 50 55 50,307
6,8/8/21 14:03,48 48 48 49 51 48 50 55 50,307
6,8/8/21 14:03,48 48 48 49 51 48 50 55 50,307
5,8/8/21 14:02,48 48 48 48 54 51 55 48 51,324
71,8/8/21 13:56,48 48 48 48 54 51 55 48 51,324
71,8/8/21 13:53,48 48 48 48 54 51 55 48 51,324
6,8/8/21 13:50,48 48 48 49 51 48 50 55 50,307
6,8/8/21 13:50,48 48 48 49 51 48 50 55 50,307
6,8/8/21 13:50,48 48 48 49 51 48 50 55 50,307
6,8/8/21 13:50,48 48 48 49 51 48 50 55 50,307
6,8/8/21 13:49,48 48 48 49 51 48 50 55 50,307
6,8/8/21 13:49,48 48 48 49 51 48 50 55 50,307
6,8/8/21 13:49,48 48 48 49 51 48 50 55 50,307
6,8/8/21 13:49,48 48 48 49 51 48 50 55 50,307
6,8/8/21 13:49,48 48 48 49 51 48 50 55 50,307
6,8/8/21 13:49,48 48 48 49 51 48 50 55 50,307
6,8/8/21 13:49,48 48 48 49 51 48 50 55 50,307
6,8/8/21 13:49,48 48 48 49 51 48 50 55 50,307
6,8/8/21 13:48,48 48 48 49 51 48 50 55 50,307
6,8/8/21 13:47,48 48 48 49 51 48 50 55 50,307
6,8/8/21 13:47,48 48 48 49 51 48 50 55 50,307
6,8/8/21 13:47,48 48 48 49 51 48 50 55 50,307
6,8/8/21 13:47,48 48 48 49 51 48 50 55 50,307
6,8/8/21 13:46,48 48 48 49 51 48 50 55 50,307
6,8/8/21 13:46,48 48 48 49 51 48 50 55 50,307
6,8/8/21 13:46,48 48 48 49 51 48 50 55 50,307
6,8/8/21 13:46,48 48 48 49 51 48 50 55 50,307
6,8/8/21 13:46,48 48 48 49 51 48 50 55 50,307
6,8/8/21 13:46,48 48 48 49 51 48 50 55 50,307
6,8/8/21 13:45,48 48 48 49 51 48 50 55 50,307
6,8/8/21 13:45,48 48 48 49 51 48 50 55 50,307
6,8/8/21 13:45,48 48 48 49 51 48 50 55 50,307
6,8/8/21 13:45,48 48 48 49 51 48 50 55 50,307
6,8/8/21 13:45,48 48 48 49 51 48 50 55 50,307
6,8/8/21 13:45,48 48 48 49 51 48 50 55 50,307
6,8/8/21 13:45,48 48 48 49 51 48 50 55 50,307
6,8/8/21 13:45,48 48 48 49 51 48 50 55 50,307
6,8/8/21 13:45,48 48 48 49 51 48 50 55 50,307
6,8/8/21 13:45,48 48 48 49 51 48 50 55 50,307
6,8/8/21 13:45,48 48 48 49 51 48 50 55 50,307
6,8/8/21 13:45,48 48 48 49 51 48 50 55 50,307
6,8/8/21 13:45,48 48 48 49 51 48 50 55 50,307
6,8/8/21 13:45,48 48 48 49 51 48 50 55 50,307
6,8/8/21 13:45,48 48 48 49 51 48 50 55 50,307
6,8/8/21 13:45,48 48 48 49 51 48 50 55 50,307
6,8/8/21 13:45,48 48 48 49 51 48 50 55 50,307
6,8/8/21 13:45,48 48 48 49 51 48 50 55 50,307
6,8/8/21 13:45,48 48 48 49 51 48 50 55 50,307
6,8/8/21 13:45,48 48 48 49 51 48 50 55 50,307
6,8/8/21 13:45,48 48 48 49 51 48 50 55 50,307
6,8/8/21 13:45,48 48 48 49 51 48 50 55 50,307
6,8/8/21 13:44,48 48 48 49 51 48 50 55 50,307
6,8/8/21 13:44,48 48 48 49 51 48 50 55 50,307
6,8/8/21 13:44,48 48 48 49 51 48 50 55 50,307
6,8/8/21 13:44,48 48 48 49 51 48 50 55 50,307
6,8/8/21 13:43,48 48 48 49 51 48 50 55 50,307
6,8/8/21 13:43,48 48 48 49 51 48 50 55 50,307
6,8/8/21 13:43,48 48 48 49 51 48 50 55 50,307
6,8/8/21 13:43,48 48 48 49 51 48 50 55 50,307
6,8/8/21 13:43,48 48 48 49 51 48 50 55 50,307
6,8/8/21 13:42,48 48 48 49 51 48 50 55 50,307
6,8/8/21 13:36,48 48 48 49 51 48 50 55 50,307
6,8/8/21 13:36,48 48 48 49 51 48 50 55 50,307
6,8/8/21 13:35,48 48 48 49 51 48 50 55 50,307
6,8/8/21 13:35,48 48 48 49 51 48 50 55 50,307
6,8/8/21 13:35,48 48 48 49 51 48 50 55 50,307
6,8/8/21 13:35,48 48 48 49 51 48 50 55 50,307
6,8/8/21 13:35,48 48 48 49 51 48 50 55 50,307
6,8/8/21 13:35,48 48 48 49 51 48 50 55 50,307
6,8/8/21 13:35,48 48 48 49 51 48 50 55 50,307
6,8/8/21 13:35,48 48 48 49 51 48 50 55 50,307
6,8/8/21 13:35,48 48 48 49 51 48 50 55 50,307
6,8/8/21 13:35,48 48 48 49 51 48 50 55 50,307
71,8/8/21 13:09,48 48 48 49 51 48 51 56 57,315
71,8/8/21 13:07,48 48 48 48 54 51 55 48 50,310
6,8/8/21 13:06,48 48 48 49 51 48 50 55 50,307
6,8/8/21 13:06,48 48 48 49 51 48 50 55 50,307
6,8/8/21 13:05,48 48 48 49 51 48 50 55 50,307
6,8/8/21 13:05,48 48 48 49 51 48 50 55 50,307
71,8/8/21 13:04,48 48 48 49 51 48 51 56 57,315
71,8/8/21 12:58,48 48 48 48 54 51 55 48 50,310
71,8/8/21 12:36,48 48 48 49 51 48 51 56 57,315
6,8/8/21 12:33,48 48 48 49 51 48 50 55 50,307
6,8/8/21 12:33,48 48 48 49 51 48 50 55 50,307
6,8/8/21 12:33,48 48 48 49 51 48 50 55 50,307
6,8/8/21 12:33,48 48 48 49 51 48 50 55 50,307
6,8/8/21 12:32,48 48 48 49 51 48 50 55 50,307
6,8/8/21 12:32,48 48 48 49 51 48 50 55 50,307
6,8/8/21 12:32,48 48 48 49 51 48 50 55 50,307
6,8/8/21 12:32,48 48 48 49 51 48 50 55 50,307
6,8/8/21 12:32,48 48 48 49 51 48 50 55 50,307
6,8/8/21 12:32,48 48 48 49 51 48 50 55 50,307
6,8/8/21 12:32,48 48 48 49 51 48 50 55 50,307
6,8/8/21 12:32,48 48 48 49 51 48 50 55 50,307
6,8/8/21 12:32,48 48 48 49 51 48 50 55 50,307
6,8/8/21 12:32,48 48 48 49 51 48 50 55 50,307
6,8/8/21 12:32,48 48 48 49 51 48 50 55 50,307
6,8/8/21 12:32,48 48 48 49 51 48 50 55 50,307
6,8/8/21 12:32,48 48 48 49 51 48 50 55 50,307
6,8/8/21 12:32,48 48 48 49 51 48 50 55 50,307
6,8/8/21 12:32,48 48 48 49 51 48 50 55 50,307
6,8/8/21 12:32,48 48 48 49 51 48 50 55 50,307
6,8/8/21 12:32,48 48 48 49 51 48 50 55 50,307
6,8/8/21 12:32,48 48 48 49 51 48 50 55 50,307
6,8/8/21 12:32,48 48 48 49 51 48 50 55 50,307
6,8/8/21 12:32,48 48 48 49 51 48 50 55 50,307
6,8/8/21 12:32,48 48 48 49 51 48 50 55 50,307
6,8/8/21 12:32,48 48 48 49 51 48 50 55 50,307
6,8/8/21 12:32,48 48 48 49 51 48 50 55 50,307
6,8/8/21 12:32,48 48 48 49 51 48 50 55 50,307
6,8/8/21 12:32,48 48 48 49 51 48 50 55 50,307
6,8/8/21 12:32,48 48 48 49 51 48 50 55 50,307
6,8/8/21 12:32,48 48 48 49 51 48 50 55 50,307
6,8/8/21 12:32,48 48 48 49 51 48 50 55 50,307
6,8/8/21 12:32,48 48 48 49 51 48 50 55 50,307
6,8/8/21 12:32,48 48 48 49 51 48 50 55 50,307
6,8/8/21 12:32,48 48 48 49 51 48 50 55 50,307
6,8/8/21 12:32,48 48 48 49 51 48 50 55 50,307
6,8/8/21 12:32,48 48 48 49 51 48 50 55 50,307
6,8/8/21 12:32,48 48 48 49 51 48 50 55 50,307
6,8/8/21 12:31,48 48 48 49 51 48 50 55 50,307
6,8/8/21 12:31,48 48 48 49 51 48 50 55 50,307
6,8/8/21 12:31,48 48 48 49 51 48 50 55 50,307
6,8/8/21 12:31,48 48 48 49 51 48 50 55 50,307
6,8/8/21 12:31,48 48 48 49 51 48 50 55 50,307
71,8/8/21 12:30,48 48 48 49 51 48 51 56 57,315
6,8/8/21 12:02,48 48 48 49 51 48 50 55 50,307
6,8/8/21 12:02,48 48 48 49 51 48 50 55 50,307
6,8/8/21 12:02,48 48 48 49 51 48 50 55 50,307
6,8/8/21 12:02,48 48 48 49 51 48 50 55 50,307
6,8/8/21 12:02,48 48 48 49 51 48 50 55 50,307
6,8/8/21 12:02,48 48 48 49 51 48 50 55 50,307
6,8/8/21 12:02,48 48 48 49 51 48 50 55 50,307
6,8/8/21 12:02,48 48 48 49 51 48 50 55 50,307
6,8/8/21 12:02,48 48 48 49 51 48 50 55 50,307
6,8/8/21 12:02,48 48 48 49 51 48 50 55 50,307
6,8/8/21 12:01,48 48 48 49 51 48 50 55 50,307
6,8/8/21 12:01,48 48 48 49 51 48 50 55 50,307
6,8/8/21 12:01,48 48 48 49 51 48 50 55 50,307
6,8/8/21 12:01,48 48 48 49 51 48 50 55 50,307
6,8/8/21 12:01,48 48 48 49 51 48 50 55 50,307
6,8/8/21 12:01,48 48 48 49 51 48 50 55 50,307
6,8/8/21 12:01,48 48 48 49 51 48 50 55 50,307
6,8/8/21 12:01,48 48 48 49 51 48 50 55 50,307
6,8/8/21 12:01,48 48 48 49 51 48 50 55 50,307
6,8/8/21 12:01,48 48 48 49 51 48 50 55 50,307
6,8/8/21 12:01,48 48 48 49 51 48 50 55 50,307
6,8/8/21 12:01,48 48 48 49 51 48 50 55 50,307
6,8/8/21 12:00,48 48 48 49 51 48 50 55 50,307
6,8/8/21 12:00,48 48 48 49 51 48 50 55 50,307
6,8/8/21 12:00,48 48 48 49 51 48 50 55 50,307
6,8/8/21 12:00,48 48 48 49 51 48 50 55 50,307
6,8/8/21 12:00,48 48 48 49 51 48 50 55 50,307
6,8/8/21 12:00,48 48 48 49 51 48 50 55 50,307
3,8/8/21 12:00,48 48 48 48 54 51 55 48 51,324
6,8/8/21 12:00,48 48 48 49 51 48 50 55 50,307
6,8/8/21 12:00,48 48 48 49 51 48 50 55 50,307
6,8/8/21 12:00,48 48 48 49 51 48 50 55 50,307
6,8/8/21 11:59,48 48 48 49 51 48 50 55 50,307
6,8/8/21 11:59,48 48 48 49 51 48 50 55 50,307
6,8/8/21 11:59,48 48 48 49 51 48 50 55 50,307
6,8/8/21 11:59,48 48 48 49 51 48 50 55 50,307
6,8/8/21 11:58,48 48 48 49 51 48 50 55 50,307
6,8/8/21 11:58,48 48 48 49 51 48 50 55 50,307
6,8/8/21 11:58,48 48 48 49 51 48 50 55 50,307
6,8/8/21 11:58,48 48 48 49 51 48 50 55 50,307
6,8/8/21 11:58,48 48 48 49 51 48 50 55 50,307
6,8/8/21 11:58,48 48 48 49 51 48 50 55 50,307
6,8/8/21 11:58,48 48 48 49 51 48 50 55 50,307
6,8/8/21 11:58,48 48 48 49 51 48 50 55 50,307
6,8/8/21 11:58,48 48 48 49 51 48 50 55 50,307
6,8/8/21 11:57,48 48 48 49 51 48 50 55 50,307
6,8/8/21 11:57,48 48 48 49 51 48 50 55 50,307
6,8/8/21 11:57,48 48 48 49 51 48 50 55 50,307
6,8/8/21 11:56,48 48 48 49 51 48 50 55 50,307
6,8/8/21 11:56,48 48 48 49 51 48 50 55 50,307
6,8/8/21 11:56,48 48 48 49 51 48 50 55 50,307
6,8/8/21 11:56,48 48 48 49 51 48 50 55 50,307
6,8/8/21 11:56,48 48 48 49 51 48 50 55 50,307
6,8/8/21 11:56,48 48 48 49 51 48 50 55 50,307
6,8/8/21 11:56,48 48 48 49 51 48 50 55 50,307
6,8/8/21 11:55,48 48 48 49 51 48 50 55 50,307
6,8/8/21 11:55,48 48 48 49 51 48 50 55 50,307
6,8/8/21 11:55,48 48 48 49 51 48 50 55 50,307
6,8/8/21 11:55,48 48 48 49 51 48 50 55 50,307
6,8/8/21 11:55,48 48 48 49 51 48 50 55 50,307
6,8/8/21 11:55,48 48 48 49 51 48 50 55 50,307
6,8/8/21 11:55,48 48 48 49 51 48 50 55 50,307
6,8/8/21 11:55,48 48 48 49 51 48 50 55 50,307
6,8/8/21 11:55,48 48 48 49 51 48 50 55 50,307
6,8/8/21 11:55,48 48 48 49 51 48 50 55 50,307
6,8/8/21 11:55,48 48 48 49 51 48 50 55 50,307
6,8/8/21 11:55,48 48 48 49 51 48 50 55 50,307
6,8/8/21 11:55,48 48 48 49 51 48 50 55 50,307
6,8/8/21 11:55,48 48 48 49 51 48 50 55 50,307
6,8/8/21 11:55,48 48 48 49 51 48 50 55 50,307
6,8/8/21 11:55,48 48 48 49 51 48 50 55 50,307
71,8/8/21 11:44,48 48 48 48 54 51 55 48 54,360
71,8/8/21 11:43,48 48 48 48 54 51 55 48 51,324
71,8/8/21 11:43,48 48 48 48 54 51 55 48 51,324
71,8/8/21 11:34,48 48 48 48 54 51 55 48 51,324
71,8/8/21 11:33,48 48 48 48 54 51 55 48 54,360
71,8/8/21 11:32,48 48 48 48 54 51 55 48 51,324
71,8/8/21 11:32,48 48 48 48 54 51 55 48 51,324
6,8/8/21 11:24,48 48 48 49 51 48 50 55 50,307
6,8/8/21 11:24,48 48 48 49 51 48 50 55 50,307
6,8/8/21 11:24,48 48 48 49 51 48 50 55 50,307
6,8/8/21 11:23,48 48 48 49 51 48 50 55 50,307
6,8/8/21 11:22,48 48 48 49 51 48 50 55 50,307
6,8/8/21 11:22,48 48 48 49 51 48 50 55 50,307
6,8/8/21 11:21,48 48 48 49 51 48 50 55 50,307
6,8/8/21 11:21,48 48 48 49 51 48 50 55 50,307
6,8/8/21 11:22,48 48 48 49 51 48 50 55 50,307
6,8/8/21 11:21,48 48 48 49 51 48 50 55 50,307
6,8/8/21 11:21,48 48 48 49 51 48 50 55 50,307
6,8/8/21 11:21,48 48 48 49 51 48 50 55 50,307
6,8/8/21 11:21,48 48 48 49 51 48 50 55 50,307
6,8/8/21 11:21,48 48 48 49 51 48 50 55 50,307
6,8/8/21 11:21,48 48 48 49 51 48 50 55 50,307
6,8/8/21 11:21,48 48 48 49 51 48 50 55 50,307
6,8/8/21 11:21,48 48 48 49 51 48 50 55 50,307
6,8/8/21 11:21,48 48 48 49 51 48 50 55 50,307
6,8/8/21 11:21,48 48 48 49 51 48 50 55 50,307
6,8/8/21 11:21,48 48 48 49 51 48 50 55 50,307
6,8/8/21 11:21,48 48 48 49 51 48 50 55 50,307
6,8/8/21 11:21,48 48 48 49 51 48 50 55 50,307
6,8/8/21 11:21,48 48 48 49 51 48 50 55 50,307
6,8/8/21 11:21,48 48 48 49 51 48 50 55 50,307
6,8/8/21 11:21,48 48 48 49 51 48 50 55 50,307
6,8/8/21 11:21,48 48 48 49 51 48 50 55 50,307
6,8/8/21 11:21,48 48 48 49 51 48 50 55 50,307
6,8/8/21 11:21,48 48 48 49 51 48 50 55 50,307
6,8/8/21 11:21,48 48 48 49 51 48 50 55 50,307
6,8/8/21 11:20,48 48 48 49 51 48 50 55 50,307
6,8/8/21 11:20,48 48 48 49 51 48 50 55 50,307
6,8/8/21 11:20,48 48 48 49 51 48 50 55 50,307
6,8/8/21 11:20,48 48 48 49 51 48 50 55 50,307
6,8/8/21 11:20,48 48 48 49 51 48 50 55 50,307
6,8/8/21 11:20,48 48 48 49 51 48 50 55 50,307
6,8/8/21 11:20,48 48 48 49 51 48 50 55 50,307
6,8/8/21 11:20,48 48 48 49 51 48 50 55 50,307
6,8/8/21 11:20,48 48 48 49 51 48 50 55 50,307
6,8/8/21 11:20,48 48 48 49 51 48 50 55 50,307
6,8/8/21 11:20,48 48 48 49 51 48 50 55 50,307
6,8/8/21 11:20,48 48 48 49 51 48 50 55 50,307
6,8/8/21 11:20,48 48 48 49 51 48 50 55 50,307
6,8/8/21 11:20,48 48 48 49 51 48 50 55 50,307
6,8/8/21 11:20,48 48 48 49 51 48 50 55 50,307
6,8/8/21 11:20,48 48 48 49 51 48 50 55 50,307
6,8/8/21 11:20,48 48 48 49 51 48 50 55 50,307
6,8/8/21 11:20,48 48 48 49 51 48 50 55 50,307
6,8/8/21 11:20,48 48 48 49 51 48 50 55 50,307
6,8/8/21 11:20,48 48 48 49 51 48 50 55 50,307
6,8/8/21 11:20,48 48 48 49 51 48 50 55 50,307
6,8/8/21 11:20,48 48 48 49 51 48 50 55 50,307
6,8/8/21 11:20,48 48 48 49 51 48 50 55 50,307
6,8/8/21 11:20,48 48 48 49 51 48 50 55 50,307
6,8/8/21 11:20,48 48 48 49 51 48 50 55 50,307
6,8/8/21 11:20,48 48 48 49 51 48 50 55 50,307
6,8/8/21 11:20,48 48 48 49 51 48 50 55 50,307
6,8/8/21 11:20,48 48 48 49 51 48 50 55 50,307
6,8/8/21 11:19,48 48 48 49 51 48 50 55 50,307
6,8/8/21 11:19,48 48 48 49 51 48 50 55 50,307
6,8/8/21 11:19,48 48 48 49 51 48 50 55 50,307
6,8/8/21 11:19,48 48 48 49 51 48 50 55 50,307
6,8/8/21 11:19,48 48 48 49 51 48 50 55 50,307
6,8/8/21 11:19,48 48 48 49 51 48 50 55 50,307
6,8/8/21 11:19,48 48 48 49 51 48 50 55 50,307
6,8/8/21 11:19,48 48 48 49 51 48 50 55 50,307
6,8/8/21 11:19,48 48 48 49 51 48 50 55 50,307
6,8/8/21 11:19,48 48 48 49 51 48 50 55 50,307
6,8/8/21 11:19,48 48 48 49 51 48 50 55 50,307
6,8/8/21 11:19,48 48 48 49 51 48 50 55 50,307
6,8/8/21 11:19,48 48 48 49 51 48 50 55 50,307
6,8/8/21 11:19,48 48 48 49 51 48 50 55 50,307
6,8/8/21 11:19,48 48 48 49 51 48 50 55 50,307
6,8/8/21 11:19,48 48 48 49 51 48 50 55 50,307
6,8/8/21 11:19,48 48 48 49 51 48 50 55 50,307
6,8/8/21 11:19,48 48 48 49 51 48 50 55 50,307
6,8/8/21 11:19,48 48 48 49 51 48 50 55 50,307
6,8/8/21 11:19,48 48 48 49 51 48 50 55 50,307
6,8/8/21 11:19,48 48 48 49 51 48 50 55 50,307
6,8/8/21 11:19,48 48 48 49 51 48 50 55 50,307
6,8/8/21 11:19,48 48 48 49 51 48 50 55 50,307
6,8/8/21 11:19,48 48 48 49 51 48 50 55 50,307
6,8/8/21 11:19,48 48 48 49 51 48 50 55 50,307
6,8/8/21 11:19,48 48 48 49 51 48 50 55 50,307
6,8/8/21 11:19,48 48 48 49 51 48 50 55 50,307
6,8/8/21 11:19,48 48 48 49 51 48 50 55 50,307
6,8/8/21 11:19,48 48 48 49 51 48 50 55 50,307
6,8/8/21 11:18,48 48 48 49 51 48 50 55 50,307
6,8/8/21 11:18,48 48 48 49 51 48 50 55 50,307
6,8/8/21 11:18,48 48 48 49 51 48 50 55 50,307
6,8/8/21 11:18,48 48 48 49 51 48 50 55 50,307
6,8/8/21 11:18,48 48 48 49 51 48 50 55 50,307
6,8/8/21 11:18,48 48 48 49 51 48 50 55 50,307
6,8/8/21 11:18,48 48 48 49 51 48 50 55 50,307
