Wedge,Timestamp,RFID,Mouse
7,5/31/21 15:51,48 48 48 49 51 48 51 51 53,453
7,5/31/21 15:51,48 48 48 49 51 48 51 51 53,453
7,5/31/21 15:52,48 48 48 49 51 48 51 51 53,453
30,5/31/21 15:54,48 48 48 49 51 48 51 48 57,473
2,5/31/21 15:54,48 48 48 49 51 48 50 52 55,463
2,5/31/21 15:54,48 48 48 49 51 48 50 52 55,463
2,5/31/21 15:55,48 48 48 49 51 48 50 52 55,463
2,5/31/21 15:57,48 48 48 49 51 48 50 52 55,463
7,5/31/21 16:00,48 48 48 49 51 48 51 51 53,453
7,5/31/21 16:00,48 48 48 49 51 48 51 51 53,453
7,5/31/21 16:01,48 48 48 49 51 48 51 51 53,453
30,5/31/21 16:02,48 48 48 49 51 48 50 53 48,469
1,5/31/21 16:04,48 48 48 49 51 48 50 52 50,452
1,5/31/21 16:04,48 48 48 49 51 48 50 52 50,452
1,5/31/21 16:04,48 48 48 49 51 48 50 52 50,452
1,5/31/21 16:04,48 48 48 49 51 48 50 52 50,452
1,5/31/21 16:05,48 48 48 49 51 48 50 52 50,452
1,5/31/21 16:05,48 48 48 49 51 48 50 52 50,452
1,5/31/21 16:05,48 48 48 49 51 48 50 52 50,452
1,5/31/21 16:05,48 48 48 49 51 48 50 52 50,452
30,5/31/21 16:08,48 48 48 49 51 48 50 53 48,469
30,5/31/21 16:14,48 48 48 49 51 48 51 55 55,466
2,5/31/21 16:16,48 48 48 49 51 48 50 52 55,463
2,5/31/21 16:16,48 48 48 49 51 48 50 52 55,463
2,5/31/21 16:16,48 48 48 49 51 48 50 52 55,463
30,5/31/21 16:17,48 48 48 49 51 48 51 55 55,466
7,5/31/21 16:20,48 48 48 49 51 48 51 51 53,453
7,5/31/21 16:20,48 48 48 49 51 48 51 51 53,453
7,5/31/21 16:21,48 48 48 49 51 48 51 51 53,453
7,5/31/21 16:22,48 48 48 49 51 48 51 51 53,453
7,5/31/21 16:22,48 48 48 49 51 48 51 51 53,453
2,5/31/21 16:23,48 48 48 49 51 48 50 52 55,463
2,5/31/21 16:24,48 48 48 49 51 48 51 54 50,462
2,5/31/21 16:24,48 48 48 49 51 48 51 54 50,462
2,5/31/21 16:24,48 48 48 49 51 48 50 52 55,463
2,5/31/21 16:24,48 48 48 49 51 48 51 54 50,462
2,5/31/21 16:24,48 48 48 49 51 48 51 54 50,462
2,5/31/21 16:25,48 48 48 49 51 48 50 52 55,463
2,5/31/21 16:26,48 48 48 49 51 48 51 54 50,462
2,5/31/21 16:26,48 48 48 49 51 48 51 54 50,462
2,5/31/21 16:26,48 48 48 49 51 48 50 52 55,463
2,5/31/21 16:26,48 48 48 49 51 48 50 52 55,463
2,5/31/21 16:27,48 48 48 49 51 48 50 52 55,463
2,5/31/21 16:27,48 48 48 49 51 48 50 52 55,463
2,5/31/21 16:27,48 48 48 49 51 48 50 52 55,463
2,5/31/21 16:27,48 48 48 49 51 48 50 52 55,463
2,5/31/21 16:27,48 48 48 49 51 48 50 52 55,463
2,5/31/21 16:27,48 48 48 49 51 48 50 52 55,463
2,5/31/21 16:27,48 48 48 49 51 48 50 52 55,463
2,5/31/21 16:27,48 48 48 49 51 48 50 52 55,463
2,5/31/21 16:27,48 48 48 49 51 48 50 52 55,463
2,5/31/21 16:27,48 48 48 49 51 48 50 52 55,463
2,5/31/21 16:27,48 48 48 49 51 48 50 52 55,463
2,5/31/21 16:27,48 48 48 49 51 48 50 52 55,463
2,5/31/21 16:27,48 48 48 49 51 48 50 52 55,463
2,5/31/21 16:27,48 48 48 49 51 48 50 52 55,463
2,5/31/21 16:27,48 48 48 49 51 48 50 52 55,463
2,5/31/21 16:27,48 48 48 49 51 48 50 52 55,463
2,5/31/21 16:27,48 48 48 49 51 48 50 52 55,463
2,5/31/21 16:27,48 48 48 49 51 48 50 52 55,463
2,5/31/21 16:27,48 48 48 49 51 48 50 52 55,463
2,5/31/21 16:27,48 48 48 49 51 48 50 52 55,463
2,5/31/21 16:27,48 48 48 49 51 48 50 52 55,463
2,5/31/21 16:27,48 48 48 49 51 48 50 52 55,463
2,5/31/21 16:27,48 48 48 49 51 48 50 52 55,463
2,5/31/21 16:27,48 48 48 49 51 48 50 52 55,463
2,5/31/21 16:28,48 48 48 49 51 48 50 52 55,463
2,5/31/21 16:28,48 48 48 49 51 48 51 54 50,462
2,5/31/21 16:28,48 48 48 49 51 48 50 52 55,463
2,5/31/21 16:28,48 48 48 49 51 48 51 54 50,462
7,5/31/21 16:29,48 48 48 49 51 48 51 55 55,466
7,5/31/21 16:29,48 48 48 49 51 48 51 51 53,453
2,5/31/21 16:29,48 48 48 49 51 48 51 54 50,462
7,5/31/21 16:30,48 48 48 49 51 48 51 51 53,453
7,5/31/21 16:30,48 48 48 49 51 48 51 51 53,453
7,5/31/21 16:30,48 48 48 49 51 48 51 51 53,453
7,5/31/21 16:30,48 48 48 49 51 48 51 51 53,453
7,5/31/21 16:30,48 48 48 49 51 48 51 51 53,453
7,5/31/21 16:30,48 48 48 49 51 48 51 51 53,453
7,5/31/21 16:30,48 48 48 49 51 48 51 51 53,453
7,5/31/21 16:31,48 48 48 49 51 48 51 51 53,453
7,5/31/21 16:31,48 48 48 49 51 48 51 51 53,453
7,5/31/21 16:31,48 48 48 49 51 48 51 51 53,453
7,5/31/21 16:31,48 48 48 49 51 48 51 51 53,453
7,5/31/21 16:34,48 48 48 49 51 48 51 51 53,453
7,5/31/21 16:34,48 48 48 49 51 48 51 51 53,453
7,5/31/21 16:34,48 48 48 49 51 48 51 51 53,453
7,5/31/21 16:34,48 48 48 49 51 48 51 51 53,453
7,5/31/21 16:48,48 48 48 49 51 48 51 51 53,453
7,5/31/21 16:50,48 48 48 49 51 48 51 51 53,453
7,5/31/21 16:50,48 48 48 49 51 48 51 51 53,453
7,5/31/21 16:51,48 48 48 49 51 48 51 51 53,453
7,5/31/21 16:51,48 48 48 49 51 48 51 51 53,453
7,5/31/21 16:51,48 48 48 49 51 48 51 51 53,453
7,5/31/21 16:51,48 48 48 49 51 48 51 51 53,453
30,5/31/21 16:51,48 48 48 49 51 48 51 52 57,474
7,5/31/21 16:53,48 48 48 49 51 48 51 51 53,453
7,5/31/21 16:53,48 48 48 49 51 48 51 51 53,453
7,5/31/21 16:53,48 48 48 49 51 48 51 51 53,453
7,5/31/21 16:53,48 48 48 49 51 48 51 51 53,453
7,5/31/21 16:53,48 48 48 49 51 48 51 51 53,453
7,5/31/21 16:53,48 48 48 49 51 48 51 51 53,453
7,5/31/21 16:53,48 48 48 49 51 48 51 51 53,453
7,5/31/21 16:53,48 48 48 49 51 48 51 51 53,453
7,5/31/21 16:53,48 48 48 49 51 48 51 55 55,466
7,5/31/21 16:54,48 48 48 49 51 48 51 55 55,466
7,5/31/21 16:54,48 48 48 49 51 48 51 55 55,466
7,5/31/21 16:54,48 48 48 49 51 48 51 55 55,466
7,5/31/21 16:55,48 48 48 49 51 48 51 55 55,466
7,5/31/21 16:55,48 48 48 49 51 48 51 55 55,466
7,5/31/21 16:55,48 48 48 49 51 48 51 55 55,466
7,5/31/21 16:55,48 48 48 49 51 48 51 55 55,466
7,5/31/21 16:55,48 48 48 49 51 48 51 55 55,466
7,5/31/21 16:55,48 48 48 49 51 48 51 55 55,466
7,5/31/21 16:55,48 48 48 49 51 48 51 55 55,466
7,5/31/21 16:55,48 48 48 49 51 48 51 55 55,466
7,5/31/21 16:55,48 48 48 49 51 48 51 55 55,466
7,5/31/21 16:55,48 48 48 49 51 48 51 55 55,466
7,5/31/21 16:55,48 48 48 49 51 48 51 55 55,466
7,5/31/21 16:55,48 48 48 49 51 48 51 55 55,466
7,5/31/21 16:56,48 48 48 49 51 48 51 55 55,466
7,5/31/21 16:56,48 48 48 49 51 48 51 55 55,466
7,5/31/21 16:56,48 48 48 49 51 48 51 55 55,466
7,5/31/21 16:56,48 48 48 49 51 48 51 55 55,466
7,5/31/21 16:56,48 48 48 49 51 48 51 55 55,466
7,5/31/21 16:56,48 48 48 49 51 48 51 55 55,466
7,5/31/21 16:56,48 48 48 49 51 48 51 55 55,466
7,5/31/21 16:56,48 48 48 49 51 48 51 55 55,466
7,5/31/21 16:56,48 48 48 49 51 48 51 55 55,466
7,5/31/21 16:57,48 48 48 49 51 48 51 55 55,466
7,5/31/21 16:57,48 48 48 49 51 48 51 55 55,466
7,5/31/21 16:57,48 48 48 49 51 48 51 55 55,466
7,5/31/21 16:57,48 48 48 49 51 48 51 55 55,466
7,5/31/21 16:57,48 48 48 49 51 48 51 55 55,466
30,5/31/21 16:57,48 48 48 49 51 48 51 52 57,474
1,5/31/21 17:02,48 48 48 49 51 48 50 52 50,452
7,5/31/21 17:02,48 48 48 49 51 48 51 51 53,453
1,5/31/21 17:02,48 48 48 49 51 48 50 52 50,452
1,5/31/21 17:02,48 48 48 49 51 48 50 52 50,452
1,5/31/21 17:03,48 48 48 49 51 48 50 52 50,452
1,5/31/21 17:03,48 48 48 49 51 48 50 52 50,452
1,5/31/21 17:03,48 48 48 49 51 48 50 52 50,452
1,5/31/21 17:03,48 48 48 49 51 48 50 52 50,452
1,5/31/21 17:03,48 48 48 49 51 48 50 52 50,452
1,5/31/21 17:05,48 48 48 49 51 48 50 52 50,452
1,5/31/21 17:05,48 48 48 49 51 48 50 52 50,452
1,5/31/21 17:05,48 48 48 49 51 48 51 52 57,474
1,5/31/21 17:05,48 48 48 49 51 48 51 52 57,474
1,5/31/21 17:05,48 48 48 49 51 48 50 52 50,452
1,5/31/21 17:06,48 48 48 49 51 48 50 52 50,452
1,5/31/21 17:06,48 48 48 49 51 48 50 52 50,452
1,5/31/21 17:06,48 48 48 49 51 48 51 52 57,474
1,5/31/21 17:06,48 48 48 49 51 48 51 52 57,474
1,5/31/21 17:07,48 48 48 49 51 48 50 52 50,452
1,5/31/21 17:07,48 48 48 49 51 48 50 52 50,452
1,5/31/21 17:09,48 48 48 49 51 48 51 52 57,474
1,5/31/21 17:09,48 48 48 49 51 48 51 52 57,474
2,5/31/21 17:09,48 48 48 49 51 48 51 54 50,462
2,5/31/21 17:09,48 48 48 49 51 48 51 54 50,462
2,5/31/21 17:10,48 48 48 49 51 48 51 54 50,462
2,5/31/21 17:10,48 48 48 49 51 48 50 52 55,463
2,5/31/21 17:10,48 48 48 49 51 48 50 52 55,463
2,5/31/21 17:10,48 48 48 49 51 48 50 52 55,463
2,5/31/21 17:10,48 48 48 49 51 48 50 52 55,463
2,5/31/21 17:10,48 48 48 49 51 48 50 52 55,463
2,5/31/21 17:10,48 48 48 49 51 48 50 52 55,463
2,5/31/21 17:10,48 48 48 49 51 48 50 52 55,463
2,5/31/21 17:10,48 48 48 49 51 48 50 52 55,463
2,5/31/21 17:10,48 48 48 49 51 48 50 52 55,463
2,5/31/21 17:11,48 48 48 49 51 48 50 52 55,463
2,5/31/21 17:11,48 48 48 49 51 48 50 52 55,463
2,5/31/21 17:11,48 48 48 49 51 48 50 52 55,463
2,5/31/21 17:11,48 48 48 49 51 48 50 52 55,463
2,5/31/21 17:11,48 48 48 49 51 48 50 52 55,463
2,5/31/21 17:11,48 48 48 49 51 48 50 52 55,463
2,5/31/21 17:11,48 48 48 49 51 48 50 52 55,463
2,5/31/21 17:11,48 48 48 49 51 48 50 52 55,463
2,5/31/21 17:11,48 48 48 49 51 48 50 52 55,463
2,5/31/21 17:11,48 48 48 49 51 48 50 52 55,463
2,5/31/21 17:11,48 48 48 49 51 48 50 52 55,463
2,5/31/21 17:11,48 48 48 49 51 48 50 52 55,463
2,5/31/21 17:11,48 48 48 49 51 48 50 52 55,463
2,5/31/21 17:11,48 48 48 49 51 48 50 52 55,463
2,5/31/21 17:11,48 48 48 49 51 48 50 52 55,463
2,5/31/21 17:11,48 48 48 49 51 48 50 52 55,463
2,5/31/21 17:11,48 48 48 49 51 48 50 52 55,463
2,5/31/21 17:11,48 48 48 49 51 48 51 54 50,462
7,5/31/21 17:12,48 48 48 49 51 48 51 55 55,466
7,5/31/21 17:12,48 48 48 49 51 48 51 51 53,453
7,5/31/21 17:12,48 48 48 49 51 48 51 51 53,453
7,5/31/21 17:12,48 48 48 49 51 48 51 51 53,453
7,5/31/21 17:12,48 48 48 49 51 48 51 51 53,453
7,5/31/21 17:12,48 48 48 49 51 48 51 51 53,453
7,5/31/21 17:12,48 48 48 49 51 48 51 51 53,453
7,5/31/21 17:12,48 48 48 49 51 48 51 51 53,453
7,5/31/21 17:12,48 48 48 49 51 48 51 51 53,453
7,5/31/21 17:12,48 48 48 49 51 48 51 51 53,453
7,5/31/21 17:12,48 48 48 49 51 48 51 51 53,453
7,5/31/21 17:12,48 48 48 49 51 48 51 51 53,453
7,5/31/21 17:12,48 48 48 49 51 48 51 51 53,453
7,5/31/21 17:12,48 48 48 49 51 48 51 51 53,453
7,5/31/21 17:12,48 48 48 49 51 48 51 51 53,453
7,5/31/21 17:12,48 48 48 49 51 48 51 51 53,453
2,5/31/21 17:12,48 48 48 49 51 48 51 54 50,462
2,5/31/21 17:12,48 48 48 49 51 48 51 54 50,462
2,5/31/21 17:12,48 48 48 49 51 48 51 54 50,462
2,5/31/21 17:12,48 48 48 49 51 48 51 54 50,462
2,5/31/21 17:12,48 48 48 49 51 48 51 54 50,462
2,5/31/21 17:12,48 48 48 49 51 48 51 54 50,462
2,5/31/21 17:12,48 48 48 49 51 48 51 54 50,462
2,5/31/21 17:12,48 48 48 49 51 48 51 54 50,462
2,5/31/21 17:12,48 48 48 49 51 48 51 54 50,462
2,5/31/21 17:13,48 48 48 49 51 48 51 54 50,462
2,5/31/21 17:13,48 48 48 49 51 48 51 54 50,462
2,5/31/21 17:13,48 48 48 49 51 48 51 54 50,462
2,5/31/21 17:13,48 48 48 49 51 48 51 54 50,462
2,5/31/21 17:13,48 48 48 49 51 48 51 54 50,462
2,5/31/21 17:13,48 48 48 49 51 48 51 54 50,462
2,5/31/21 17:13,48 48 48 49 51 48 51 54 50,462
2,5/31/21 17:13,48 48 48 49 51 48 51 54 50,462
2,5/31/21 17:13,48 48 48 49 51 48 51 54 50,462
2,5/31/21 17:13,48 48 48 49 51 48 51 54 50,462
2,5/31/21 17:13,48 48 48 49 51 48 51 54 50,462
2,5/31/21 17:13,48 48 48 49 51 48 51 54 50,462
2,5/31/21 17:13,48 48 48 49 51 48 51 54 50,462
2,5/31/21 17:13,48 48 48 49 51 48 51 54 50,462
2,5/31/21 17:14,48 48 48 49 51 48 51 54 50,462
2,5/31/21 17:14,48 48 48 49 51 48 51 54 50,462
2,5/31/21 17:14,48 48 48 49 51 48 51 54 50,462
2,5/31/21 17:14,48 48 48 49 51 48 51 54 50,462
2,5/31/21 17:14,48 48 48 49 51 48 51 54 50,462
2,5/31/21 17:14,48 48 48 49 51 48 51 54 50,462
2,5/31/21 17:14,48 48 48 49 51 48 51 54 50,462
2,5/31/21 17:14,48 48 48 49 51 48 51 54 50,462
2,5/31/21 17:14,48 48 48 49 51 48 51 54 50,462
2,5/31/21 17:14,48 48 48 49 51 48 51 54 50,462
2,5/31/21 17:14,48 48 48 49 51 48 51 54 50,462
2,5/31/21 17:14,48 48 48 49 51 48 51 54 50,462
2,5/31/21 17:14,48 48 48 49 51 48 51 54 50,462
2,5/31/21 17:14,48 48 48 49 51 48 51 54 50,462
2,5/31/21 17:14,48 48 48 49 51 48 51 54 50,462
2,5/31/21 17:14,48 48 48 49 51 48 51 54 50,462
2,5/31/21 17:14,48 48 48 49 51 48 51 54 50,462
2,5/31/21 17:14,48 48 48 49 51 48 51 54 50,462
2,5/31/21 17:14,48 48 48 49 51 48 51 54 50,462
2,5/31/21 17:14,48 48 48 49 51 48 51 54 50,462
7,5/31/21 17:14,48 48 48 49 51 48 51 55 55,466
7,5/31/21 17:14,48 48 48 49 51 48 51 51 53,453
2,5/31/21 17:14,48 48 48 49 51 48 51 54 50,462
2,5/31/21 17:14,48 48 48 49 51 48 51 54 50,462
2,5/31/21 17:14,48 48 48 49 51 48 51 54 50,462
2,5/31/21 17:14,48 48 48 49 51 48 51 54 50,462
2,5/31/21 17:14,48 48 48 49 51 48 51 54 50,462
2,5/31/21 17:15,48 48 48 49 51 48 51 54 50,462
2,5/31/21 17:15,48 48 48 49 51 48 51 54 50,462
2,5/31/21 17:15,48 48 48 49 51 48 51 54 50,462
2,5/31/21 17:15,48 48 48 49 51 48 51 54 50,462
2,5/31/21 17:15,48 48 48 49 51 48 51 54 50,462
2,5/31/21 17:15,48 48 48 49 51 48 51 54 50,462
2,5/31/21 17:15,48 48 48 49 51 48 51 54 50,462
2,5/31/21 17:15,48 48 48 49 51 48 51 54 50,462
2,5/31/21 17:15,48 48 48 49 51 48 51 54 50,462
2,5/31/21 17:15,48 48 48 49 51 48 51 54 50,462
2,5/31/21 17:15,48 48 48 49 51 48 51 54 50,462
2,5/31/21 17:15,48 48 48 49 51 48 51 54 50,462
2,5/31/21 17:15,48 48 48 49 51 48 51 54 50,462
2,5/31/21 17:15,48 48 48 49 51 48 51 54 50,462
2,5/31/21 17:15,48 48 48 49 51 48 51 54 50,462
2,5/31/21 17:15,48 48 48 49 51 48 51 54 50,462
2,5/31/21 17:15,48 48 48 49 51 48 51 54 50,462
2,5/31/21 17:15,48 48 48 49 51 48 51 54 50,462
2,5/31/21 17:15,48 48 48 49 51 48 51 54 50,462
2,5/31/21 17:15,48 48 48 49 51 48 51 54 50,462
2,5/31/21 17:15,48 48 48 49 51 48 51 54 50,462
2,5/31/21 17:15,48 48 48 49 51 48 51 54 50,462
2,5/31/21 17:15,48 48 48 49 51 48 51 54 50,462
2,5/31/21 17:15,48 48 48 49 51 48 51 54 50,462
2,5/31/21 17:15,48 48 48 49 51 48 51 54 50,462
2,5/31/21 17:15,48 48 48 49 51 48 51 54 50,462
2,5/31/21 17:15,48 48 48 49 51 48 51 54 50,462
2,5/31/21 17:15,48 48 48 49 51 48 51 54 50,462
2,5/31/21 17:16,48 48 48 49 51 48 51 54 50,462
2,5/31/21 17:16,48 48 48 49 51 48 51 54 50,462
2,5/31/21 17:16,48 48 48 49 51 48 51 54 50,462
2,5/31/21 17:16,48 48 48 49 51 48 51 54 50,462
2,5/31/21 17:16,48 48 48 49 51 48 51 54 50,462
2,5/31/21 17:16,48 48 48 49 51 48 51 54 50,462
2,5/31/21 17:16,48 48 48 49 51 48 51 54 50,462
2,5/31/21 17:16,48 48 48 49 51 48 51 54 50,462
2,5/31/21 17:16,48 48 48 49 51 48 51 54 50,462
2,5/31/21 17:16,48 48 48 49 51 48 51 54 50,462
2,5/31/21 17:16,48 48 48 49 51 48 51 54 50,462
2,5/31/21 17:16,48 48 48 49 51 48 51 54 50,462
2,5/31/21 17:16,48 48 48 49 51 48 51 54 50,462
2,5/31/21 17:16,48 48 48 49 51 48 51 54 50,462
2,5/31/21 17:16,48 48 48 49 51 48 51 54 50,462
2,5/31/21 17:16,48 48 48 49 51 48 51 54 50,462
2,5/31/21 17:16,48 48 48 49 51 48 51 54 50,462
2,5/31/21 17:16,48 48 48 49 51 48 51 54 50,462
2,5/31/21 17:16,48 48 48 49 51 48 51 54 50,462
2,5/31/21 17:16,48 48 48 49 51 48 51 54 50,462
2,5/31/21 17:16,48 48 48 49 51 48 51 54 50,462
2,5/31/21 17:16,48 48 48 49 51 48 51 54 50,462
2,5/31/21 17:16,48 48 48 49 51 48 51 54 50,462
2,5/31/21 17:16,48 48 48 49 51 48 51 54 50,462
2,5/31/21 17:16,48 48 48 49 51 48 51 54 50,462
2,5/31/21 17:16,48 48 48 49 51 48 51 54 50,462
2,5/31/21 17:16,48 48 48 49 51 48 51 54 50,462
2,5/31/21 17:16,48 48 48 49 51 48 51 54 50,462
2,5/31/21 17:16,48 48 48 49 51 48 51 54 50,462
2,5/31/21 17:16,48 48 48 49 51 48 51 54 50,462
2,5/31/21 17:16,48 48 48 49 51 48 51 54 50,462
2,5/31/21 17:16,48 48 48 49 51 48 51 54 50,462
2,5/31/21 17:17,48 48 48 49 51 48 51 54 50,462
2,5/31/21 17:17,48 48 48 49 51 48 51 54 50,462
2,5/31/21 17:17,48 48 48 49 51 48 51 54 50,462
2,5/31/21 17:17,48 48 48 49 51 48 51 54 50,462
2,5/31/21 17:17,48 48 48 49 51 48 51 54 50,462
2,5/31/21 17:17,48 48 48 49 51 48 51 54 50,462
2,5/31/21 17:17,48 48 48 49 51 48 51 54 50,462
2,5/31/21 17:17,48 48 48 49 51 48 51 54 50,462
2,5/31/21 17:17,48 48 48 49 51 48 51 54 50,462
1,5/31/21 17:17,48 48 48 49 51 48 50 52 50,452
2,5/31/21 17:17,48 48 48 49 51 48 51 54 50,462
2,5/31/21 17:17,48 48 48 49 51 48 51 54 50,462
2,5/31/21 17:17,48 48 48 49 51 48 51 54 50,462
2,5/31/21 17:17,48 48 48 49 51 48 51 54 50,462
2,5/31/21 17:17,48 48 48 49 51 48 51 54 50,462
2,5/31/21 17:17,48 48 48 49 51 48 51 54 50,462
2,5/31/21 17:18,48 48 48 49 51 48 51 54 50,462
2,5/31/21 17:18,48 48 48 49 51 48 51 54 50,462
2,5/31/21 17:18,48 48 48 49 51 48 51 54 50,462
2,5/31/21 17:18,48 48 48 49 51 48 51 54 50,462
2,5/31/21 17:18,48 48 48 49 51 48 51 54 50,462
2,5/31/21 17:18,48 48 48 49 51 48 51 54 50,462
2,5/31/21 17:18,48 48 48 49 51 48 51 54 50,462
2,5/31/21 17:18,48 48 48 49 51 48 51 54 50,462
2,5/31/21 17:18,48 48 48 49 51 48 51 54 50,462
2,5/31/21 17:18,48 48 48 49 51 48 51 54 50,462
2,5/31/21 17:18,48 48 48 49 51 48 51 54 50,462
2,5/31/21 17:19,48 48 48 49 51 48 51 54 50,462
2,5/31/21 17:19,48 48 48 49 51 48 51 54 50,462
2,5/31/21 17:19,48 48 48 49 51 48 51 54 50,462
2,5/31/21 17:19,48 48 48 49 51 48 51 54 50,462
2,5/31/21 17:19,48 48 48 49 51 48 51 54 50,462
2,5/31/21 17:19,48 48 48 49 51 48 51 54 50,462
2,5/31/21 17:19,48 48 48 49 51 48 51 54 50,462
2,5/31/21 17:19,48 48 48 49 51 48 51 54 50,462
2,5/31/21 17:19,48 48 48 49 51 48 51 54 50,462
2,5/31/21 17:19,48 48 48 49 51 48 51 54 50,462
2,5/31/21 17:19,48 48 48 49 51 48 51 54 50,462
2,5/31/21 17:19,48 48 48 49 51 48 51 52 57,474
2,5/31/21 17:20,48 48 48 49 51 48 51 54 50,462
2,5/31/21 17:20,48 48 48 49 51 48 51 54 50,462
2,5/31/21 17:20,48 48 48 49 51 48 51 54 50,462
2,5/31/21 17:20,48 48 48 49 51 48 51 54 50,462
2,5/31/21 17:20,48 48 48 49 51 48 51 54 50,462
2,5/31/21 17:20,48 48 48 49 51 48 51 54 50,462
2,5/31/21 17:20,48 48 48 49 51 48 51 54 50,462
2,5/31/21 17:20,48 48 48 49 51 48 51 54 50,462
2,5/31/21 17:20,48 48 48 49 51 48 51 54 50,462
2,5/31/21 17:20,48 48 48 49 51 48 51 54 50,462
2,5/31/21 17:20,48 48 48 49 51 48 51 54 50,462
2,5/31/21 17:21,48 48 48 49 51 48 51 54 50,462
2,5/31/21 17:21,48 48 48 49 51 48 50 52 55,463
2,5/31/21 17:21,48 48 48 49 51 48 51 52 57,474
2,5/31/21 17:21,48 48 48 49 51 48 51 52 57,474
2,5/31/21 17:21,48 48 48 49 51 48 51 52 57,474
2,5/31/21 17:21,48 48 48 49 51 48 51 54 50,462
2,5/31/21 17:21,48 48 48 49 51 48 51 54 50,462
2,5/31/21 17:21,48 48 48 49 51 48 51 54 50,462
2,5/31/21 17:21,48 48 48 49 51 48 51 54 50,462
2,5/31/21 17:21,48 48 48 49 51 48 51 54 50,462
2,5/31/21 17:21,48 48 48 49 51 48 51 54 50,462
2,5/31/21 17:21,48 48 48 49 51 48 51 54 50,462
2,5/31/21 17:21,48 48 48 49 51 48 51 54 50,462
2,5/31/21 17:21,48 48 48 49 51 48 51 54 50,462
2,5/31/21 17:21,48 48 48 49 51 48 51 54 50,462
2,5/31/21 17:21,48 48 48 49 51 48 51 54 50,462
2,5/31/21 17:22,48 48 48 49 51 48 50 52 55,463
2,5/31/21 17:22,48 48 48 49 51 48 50 52 55,463
2,5/31/21 17:22,48 48 48 49 51 48 50 52 55,463
2,5/31/21 17:22,48 48 48 49 51 48 51 54 50,462
2,5/31/21 17:22,48 48 48 49 51 48 50 52 55,463
30,5/31/21 17:22,48 48 48 49 51 48 51 52 57,474
2,5/31/21 17:24,48 48 48 49 51 48 51 54 50,462
2,5/31/21 17:24,48 48 48 49 51 48 51 54 50,462
2,5/31/21 17:24,48 48 48 49 51 48 51 54 50,462
2,5/31/21 17:24,48 48 48 49 51 48 51 54 50,462
2,5/31/21 17:24,48 48 48 49 51 48 51 54 50,462
2,5/31/21 17:24,48 48 48 49 51 48 51 54 50,462
2,5/31/21 17:24,48 48 48 49 51 48 51 54 50,462
2,5/31/21 17:24,48 48 48 49 51 48 50 52 55,463
30,5/31/21 17:26,48 48 48 49 51 48 51 52 57,474
2,5/31/21 17:26,48 48 48 49 51 48 51 54 50,462
2,5/31/21 17:28,48 48 48 49 51 48 51 54 50,462
1,5/31/21 17:29,48 48 48 49 51 48 50 52 50,452
1,5/31/21 17:29,48 48 48 49 51 48 50 52 50,452
1,5/31/21 17:29,48 48 48 49 51 48 50 52 50,452
1,5/31/21 17:29,48 48 48 49 51 48 50 52 50,452
1,5/31/21 17:29,48 48 48 49 51 48 50 52 50,452
1,5/31/21 17:29,48 48 48 49 51 48 50 52 50,452
1,5/31/21 17:30,48 48 48 49 51 48 50 52 50,452
1,5/31/21 17:30,48 48 48 49 51 48 50 52 50,452
1,5/31/21 17:30,48 48 48 49 51 48 50 52 50,452
1,5/31/21 17:30,48 48 48 49 51 48 50 52 50,452
1,5/31/21 17:31,48 48 48 49 51 48 50 52 50,452
2,5/31/21 17:31,48 48 48 49 51 48 51 54 50,462
1,5/31/21 17:31,48 48 48 49 51 48 50 52 50,452
1,5/31/21 17:31,48 48 48 49 51 48 50 52 50,452
2,5/31/21 17:31,48 48 48 49 51 48 50 52 55,463
2,5/31/21 17:31,48 48 48 49 51 48 50 52 55,463
2,5/31/21 17:32,48 48 48 49 51 48 50 52 55,463
7,5/31/21 17:35,48 48 48 49 51 48 51 55 55,466
7,5/31/21 17:35,48 48 48 49 51 48 51 55 55,466
7,5/31/21 17:35,48 48 48 49 51 48 51 55 55,466
1,5/31/21 17:35,48 48 48 49 51 48 50 52 50,452
7,5/31/21 17:35,48 48 48 49 51 48 51 51 53,453
1,5/31/21 17:35,48 48 48 49 51 48 50 52 50,452
1,5/31/21 17:35,48 48 48 49 51 48 50 52 50,452
1,5/31/21 17:35,48 48 48 49 51 48 50 52 50,452
1,5/31/21 17:35,48 48 48 49 51 48 50 52 50,452
7,5/31/21 17:35,48 48 48 49 51 48 51 51 53,453
7,5/31/21 17:35,48 48 48 49 51 48 51 51 53,453
7,5/31/21 17:35,48 48 48 49 51 48 51 51 53,453
7,5/31/21 17:35,48 48 48 49 51 48 51 51 53,453
7,5/31/21 17:35,48 48 48 49 51 48 51 51 53,453
7,5/31/21 17:35,48 48 48 49 51 48 51 51 53,453
1,5/31/21 17:35,48 48 48 49 51 48 50 52 50,452
1,5/31/21 17:35,48 48 48 49 51 48 50 52 50,452
7,5/31/21 17:35,48 48 48 49 51 48 51 51 53,453
7,5/31/21 17:36,48 48 48 49 51 48 51 51 53,453
7,5/31/21 17:36,48 48 48 49 51 48 51 51 53,453
7,5/31/21 17:36,48 48 48 49 51 48 51 51 53,453
7,5/31/21 17:36,48 48 48 49 51 48 51 51 53,453
1,5/31/21 17:36,48 48 48 49 51 48 50 52 50,452
