Wedge,Timestamp,RFID,Mouse
70,5/27/21 23:53,48 48 48 49 51 48 51 50 48,429
70,5/27/21 23:53,48 48 48 49 51 48 51 50 48,429
3,5/27/21 23:57,48 48 48 49 51 48 51 55 56,401
3,5/27/21 23:57,48 48 48 49 51 48 51 55 56,401
3,5/27/21 23:57,48 48 48 49 51 48 51 55 56,401
3,5/27/21 23:57,48 48 48 49 51 48 51 55 56,401
3,5/27/21 23:58,48 48 48 49 51 48 51 55 56,401
3,5/27/21 23:58,48 48 48 49 51 48 51 55 56,401
30,5/27/21 23:58,48 48 48 49 51 48 51 48 57,473
3,5/27/21 23:58,48 48 48 49 51 48 51 55 56,401
70,5/27/21 23:58,48 48 48 49 51 48 51 50 48,429
3,5/27/21 23:58,48 48 48 49 51 48 51 55 56,401
70,5/27/21 23:59,48 48 48 49 51 48 51 50 48,429
3,5/27/21 23:59,48 48 48 49 51 48 51 55 56,401
3,5/27/21 23:59,48 48 48 49 51 48 51 55 56,401
7,5/27/21 23:59,48 48 48 49 51 48 51 55 52,465
3,5/27/21 23:59,48 48 48 49 51 48 51 55 56,401
3,5/27/21 23:59,48 48 48 49 51 48 51 55 56,401
7,5/27/21 23:59,48 48 48 49 51 48 51 55 52,465
7,5/28/21 0:00,48 48 48 49 51 48 51 55 52,465
30,5/28/21 0:00,48 48 48 49 51 48 51 48 57,473
7,5/28/21 0:00,48 48 48 49 51 48 51 55 52,465
7,5/28/21 0:01,48 48 48 49 51 48 51 55 52,465
7,5/28/21 0:01,48 48 48 49 51 48 51 55 52,465
7,5/28/21 0:01,48 48 48 49 51 48 51 55 52,465
7,5/28/21 0:02,48 48 48 49 51 48 51 55 52,465
12,5/28/21 0:03,48 48 48 49 51 48 50 53 56,437
12,5/28/21 0:03,48 48 48 49 51 48 50 53 56,437
12,5/28/21 0:03,48 48 48 49 51 48 50 53 56,437
7,5/28/21 0:03,48 48 48 49 51 48 51 55 52,465
7,5/28/21 0:04,48 48 48 49 51 48 51 55 52,465
7,5/28/21 0:04,48 48 48 49 51 48 51 55 52,465
7,5/28/21 0:04,48 48 48 49 51 48 51 55 52,465
7,5/28/21 0:04,48 48 48 49 51 48 51 55 52,465
12,5/28/21 0:04,48 48 48 49 51 48 50 53 56,437
12,5/28/21 0:04,48 48 48 49 51 48 50 53 56,437
12,5/28/21 0:05,48 48 48 49 51 48 50 53 56,437
12,5/28/21 0:05,48 48 48 49 51 48 50 53 56,437
71,5/28/21 0:05,48 48 48 49 51 48 50 49 55,416
71,5/28/21 0:05,48 48 48 49 51 48 50 49 55,416
71,5/28/21 0:05,48 48 48 49 51 48 50 49 55,416
12,5/28/21 0:05,48 48 48 49 51 48 50 53 56,437
71,5/28/21 0:06,48 48 48 49 51 48 50 49 55,416
71,5/28/21 0:06,48 48 48 49 51 48 50 49 55,416
71,5/28/21 0:06,48 48 48 49 51 48 50 49 55,416
12,5/28/21 0:09,48 48 48 49 51 48 50 53 56,437
71,5/28/21 0:09,48 48 48 49 51 48 50 49 55,416
71,5/28/21 0:09,48 48 48 49 51 48 50 49 55,416
12,5/28/21 0:09,48 48 48 49 51 48 50 53 56,437
12,5/28/21 0:09,48 48 48 49 51 48 50 53 56,437
12,5/28/21 0:10,48 48 48 49 51 48 50 53 56,437
12,5/28/21 0:10,48 48 48 49 51 48 50 53 56,437
12,5/28/21 0:10,48 48 48 49 51 48 50 53 56,437
12,5/28/21 0:10,48 48 48 49 51 48 50 53 56,437
12,5/28/21 0:10,48 48 48 49 51 48 50 53 56,437
12,5/28/21 0:10,48 48 48 49 51 48 50 53 56,437
12,5/28/21 0:10,48 48 48 49 51 48 50 53 56,437
12,5/28/21 0:10,48 48 48 49 51 48 50 53 56,437
12,5/28/21 0:11,48 48 48 49 51 48 50 53 56,437
12,5/28/21 0:11,48 48 48 49 51 48 50 53 56,437
12,5/28/21 0:11,48 48 48 49 51 48 50 53 56,437
12,5/28/21 0:12,48 48 48 49 51 48 50 53 56,437
12,5/28/21 0:13,48 48 48 49 51 48 50 53 56,437
12,5/28/21 0:14,48 48 48 49 51 48 50 53 56,437
12,5/28/21 0:14,48 48 48 49 51 48 50 53 56,437
70,5/28/21 0:15,48 48 48 49 51 48 51 50 48,429
12,5/28/21 0:15,48 48 48 49 51 48 50 53 56,437
12,5/28/21 0:16,48 48 48 49 51 48 50 53 56,437
12,5/28/21 0:17,48 48 48 49 51 48 50 53 56,437
12,5/28/21 0:19,48 48 48 49 51 48 50 53 56,437
7,5/28/21 0:22,48 48 48 49 51 48 51 55 52,465
10,5/28/21 0:37,48 48 48 49 51 48 50 53 55,475
10,5/28/21 0:38,48 48 48 49 51 48 50 53 55,475
1,5/28/21 0:38,48 48 48 49 51 48 51 51 53,453
1,5/28/21 0:38,48 48 48 49 51 48 51 51 53,453
1,5/28/21 0:38,48 48 48 49 51 48 51 51 53,453
1,5/28/21 0:38,48 48 48 49 51 48 51 51 53,453
10,5/28/21 0:38,48 48 48 49 51 48 50 53 55,475
10,5/28/21 0:39,48 48 48 49 51 48 50 53 55,475
1,5/28/21 0:39,48 48 48 49 51 48 51 51 53,453
71,5/28/21 0:40,48 48 48 49 51 48 50 52 54,418
71,5/28/21 0:40,48 48 48 49 51 48 50 52 54,418
71,5/28/21 0:40,48 48 48 49 51 48 50 52 54,418
1,5/28/21 0:40,48 48 48 49 51 48 51 51 53,453
71,5/28/21 0:40,48 48 48 49 51 48 50 52 54,418
71,5/28/21 0:40,48 48 48 49 51 48 50 52 54,418
1,5/28/21 0:41,48 48 48 49 51 48 51 51 53,453
71,5/28/21 0:41,48 48 48 49 51 48 50 52 54,418
71,5/28/21 0:41,48 48 48 49 51 48 50 52 54,418
71,5/28/21 0:41,48 48 48 49 51 48 50 52 54,418
71,5/28/21 0:41,48 48 48 49 51 48 50 52 54,418
1,5/28/21 0:41,48 48 48 49 51 48 51 51 53,453
70,5/28/21 0:41,48 48 48 49 51 48 51 57 56,448
70,5/28/21 0:41,48 48 48 49 51 48 51 57 56,448
70,5/28/21 0:41,48 48 48 49 51 48 51 57 56,448
70,5/28/21 0:47,48 48 48 49 51 48 51 52 51,436
70,5/28/21 0:47,48 48 48 49 51 48 51 52 51,436
70,5/28/21 0:47,48 48 48 49 51 48 51 52 51,436
70,5/28/21 0:47,48 48 48 49 51 48 51 52 51,436
70,5/28/21 0:47,48 48 48 49 51 48 51 52 51,436
70,5/28/21 0:48,48 48 48 49 51 48 51 52 51,436
1,5/28/21 0:48,48 48 48 49 51 48 51 55 55,466
1,5/28/21 0:48,48 48 48 49 51 48 51 55 55,466
1,5/28/21 0:48,48 48 48 49 51 48 51 55 55,466
71,5/28/21 0:55,48 48 48 49 51 48 51 49 50,421
71,5/28/21 0:56,48 48 48 49 51 48 51 49 50,421
71,5/28/21 0:56,48 48 48 49 51 48 51 49 50,421
71,5/28/21 0:56,48 48 48 49 51 48 51 49 50,421
71,5/28/21 0:58,48 48 48 49 51 48 50 50 55,407
71,5/28/21 0:59,48 48 48 49 51 48 50 50 55,407
71,5/28/21 0:59,48 48 48 49 51 48 50 50 55,407
71,5/28/21 0:59,48 48 48 49 51 48 50 50 55,407
1,5/28/21 1:00,48 48 48 49 51 48 51 51 53,453
71,5/28/21 1:00,48 48 48 49 51 48 50 50 55,407
71,5/28/21 1:01,48 48 48 49 51 48 50 50 55,407
71,5/28/21 1:02,48 48 48 49 51 48 50 50 55,407
71,5/28/21 1:03,48 48 48 49 51 48 50 50 55,407
30,5/28/21 1:07,48 48 48 49 51 48 50 52 49,459
30,5/28/21 1:08,48 48 48 49 51 48 50 52 49,459
30,5/28/21 1:09,48 48 48 49 51 48 50 52 49,459
71,5/28/21 1:11,48 48 48 49 51 48 50 48 57,408
71,5/28/21 1:11,48 48 48 49 51 48 50 48 57,408
71,5/28/21 1:11,48 48 48 49 51 48 50 52 54,418
71,5/28/21 1:11,48 48 48 49 51 48 50 52 54,418
71,5/28/21 1:11,48 48 48 49 51 48 50 52 54,418
71,5/28/21 1:11,48 48 48 49 51 48 50 48 57,408
30,5/28/21 1:11,48 48 48 49 51 48 50 52 49,459
71,5/28/21 1:11,48 48 48 49 51 48 50 48 57,408
71,5/28/21 1:11,48 48 48 49 51 48 50 48 57,408
71,5/28/21 1:11,48 48 48 49 51 48 50 48 57,408
71,5/28/21 1:11,48 48 48 49 51 48 50 48 57,408
71,5/28/21 1:12,48 48 48 49 51 48 50 48 57,408
71,5/28/21 1:12,48 48 48 49 51 48 50 48 57,408
71,5/28/21 1:14,48 48 48 49 51 48 50 57 49,402
71,5/28/21 1:14,48 48 48 49 51 48 50 57 49,402
71,5/28/21 1:14,48 48 48 49 51 48 50 57 49,402
71,5/28/21 1:14,48 48 48 49 51 48 50 57 49,402
71,5/28/21 1:15,48 48 48 49 51 48 50 57 49,402
1,5/28/21 1:15,48 48 48 49 51 48 51 55 53,464
71,5/28/21 1:15,48 48 48 49 51 48 50 57 49,402
71,5/28/21 1:16,48 48 48 49 51 48 50 57 49,402
1,5/28/21 1:17,48 48 48 49 51 48 50 52 48,457
1,5/28/21 1:17,48 48 48 49 51 48 50 52 48,457
1,5/28/21 1:18,48 48 48 49 51 48 50 52 55,463
71,5/28/21 1:19,48 48 48 49 51 48 51 55 56,401
71,5/28/21 1:19,48 48 48 49 51 48 51 55 56,401
71,5/28/21 1:19,48 48 48 49 51 48 51 55 56,401
71,5/28/21 1:19,48 48 48 49 51 48 51 55 56,401
71,5/28/21 1:19,48 48 48 49 51 48 51 55 56,401
71,5/28/21 1:20,48 48 48 49 51 48 51 55 56,401
70,5/28/21 1:20,48 48 48 49 51 48 50 51 49,439
70,5/28/21 1:20,48 48 48 49 51 48 50 51 49,439
71,5/28/21 1:21,48 48 48 49 51 48 51 55 56,401
71,5/28/21 1:21,48 48 48 49 51 48 51 55 56,401
70,5/28/21 1:23,48 48 48 49 51 48 50 51 49,439
70,5/28/21 1:23,48 48 48 49 51 48 50 51 49,439
1,5/28/21 1:23,48 48 48 49 51 48 51 55 53,464
71,5/28/21 1:23,48 48 48 49 51 48 51 55 56,401
1,5/28/21 1:23,48 48 48 49 51 48 51 55 53,464
71,5/28/21 1:23,48 48 48 49 51 48 51 55 56,401
71,5/28/21 1:23,48 48 48 49 51 48 51 55 56,401
71,5/28/21 1:24,48 48 48 49 51 48 51 55 56,401
12,5/28/21 1:24,48 48 48 49 51 48 50 53 56,437
71,5/28/21 1:24,48 48 48 49 51 48 51 50 53,411
71,5/28/21 1:24,48 48 48 49 51 48 51 50 53,411
12,5/28/21 1:24,48 48 48 49 51 48 50 53 56,437
71,5/28/21 1:24,48 48 48 49 51 48 51 50 53,411
71,5/28/21 1:25,48 48 48 49 51 48 51 50 53,411
71,5/28/21 1:25,48 48 48 49 51 48 51 50 53,411
71,5/28/21 1:25,48 48 48 49 51 48 51 50 53,411
71,5/28/21 1:26,48 48 48 49 51 48 51 50 53,411
71,5/28/21 1:26,48 48 48 49 51 48 51 53 53,412
71,5/28/21 1:27,48 48 48 49 51 48 51 53 53,412
1,5/28/21 1:27,48 48 48 49 51 48 51 51 53,453
1,5/28/21 1:27,48 48 48 49 51 48 51 51 53,453
1,5/28/21 1:28,48 48 48 49 51 48 51 51 53,453
1,5/28/21 1:28,48 48 48 49 51 48 50 52 48,457
71,5/28/21 1:29,48 48 48 49 51 48 51 53 53,412
71,5/28/21 1:29,48 48 48 49 51 48 50 49 55,416
71,5/28/21 1:29,48 48 48 49 51 48 51 53 53,412
1,5/28/21 1:29,48 48 48 49 51 48 50 52 48,457
1,5/28/21 1:29,48 48 48 49 51 48 50 52 48,457
1,5/28/21 1:33,48 48 48 49 51 48 50 52 55,463
71,5/28/21 1:34,48 48 48 49 51 48 50 48 57,408
71,5/28/21 1:34,48 48 48 49 51 48 50 48 57,408
71,5/28/21 1:34,48 48 48 49 51 48 50 48 57,408
2,5/28/21 1:40,48 48 48 49 51 48 51 54 50,462
2,5/28/21 1:40,48 48 48 49 51 48 51 54 50,462
2,5/28/21 1:40,48 48 48 49 51 48 51 54 50,462
2,5/28/21 1:40,48 48 48 49 51 48 51 54 50,462
2,5/28/21 1:40,48 48 48 49 51 48 51 54 50,462
30,5/28/21 1:42,48 48 48 49 51 48 50 49 54,471
70,5/28/21 1:43,48 48 48 49 51 48 50 51 54,441
70,5/28/21 1:44,48 48 48 49 51 48 50 51 54,441
70,5/28/21 1:44,48 48 48 49 51 48 50 51 54,441
70,5/28/21 1:44,48 48 48 49 51 48 50 51 54,441
70,5/28/21 1:45,48 48 48 49 51 48 50 51 54,441
1,5/28/21 1:47,48 48 48 49 51 48 51 55 52,465
71,5/28/21 1:47,48 48 48 49 51 48 50 50 55,407
71,5/28/21 1:47,48 48 48 49 51 48 50 50 55,407
30,5/28/21 1:52,48 48 48 49 51 48 50 49 54,471
30,5/28/21 1:52,48 48 48 49 51 48 50 49 54,471
71,5/28/21 1:55,48 48 48 49 51 48 51 50 53,411
71,5/28/21 1:56,48 48 48 49 51 48 51 50 53,411
3,5/28/21 1:59,48 48 48 49 51 48 50 52 56,423
3,5/28/21 1:59,48 48 48 49 51 48 50 52 56,423
1,5/28/21 2:01,48 48 48 49 51 48 50 52 50,452
71,5/28/21 2:01,48 48 48 49 51 48 51 49 50,421
71,5/28/21 2:02,48 48 48 49 51 48 51 49 50,421
30,5/28/21 2:04,48 48 48 49 51 48 51 55 55,466
30,5/28/21 2:05,48 48 48 49 51 48 51 55 55,466
1,5/28/21 2:05,48 48 48 49 51 48 50 52 48,457
70,5/28/21 2:06,48 48 48 49 51 48 50 51 54,441
70,5/28/21 2:06,48 48 48 49 51 48 50 51 54,441
3,5/28/21 2:06,48 48 48 49 51 48 50 52 56,423
12,5/28/21 2:09,48 48 48 49 51 48 50 53 56,437
2,5/28/21 2:09,48 48 48 49 51 48 50 52 55,463
2,5/28/21 2:09,48 48 48 49 51 48 50 52 55,463
30,5/28/21 2:13,48 48 48 49 51 48 51 56 53,458
30,5/28/21 2:13,48 48 48 49 51 48 51 56 53,458
1,5/28/21 2:14,48 48 48 49 51 48 51 48 57,473
1,5/28/21 2:14,48 48 48 49 51 48 51 48 57,473
1,5/28/21 2:14,48 48 48 49 51 48 51 48 57,473
30,5/28/21 2:15,48 48 48 49 51 48 51 50 52,450
30,5/28/21 2:16,48 48 48 49 51 48 51 50 52,450
1,5/28/21 2:18,48 48 48 49 51 48 50 52 48,457
13,5/28/21 2:21,48 48 48 49 51 48 51 50 53,411
13,5/28/21 2:21,48 48 48 49 51 48 51 50 53,411
13,5/28/21 2:21,48 48 48 49 51 48 51 50 53,411
13,5/28/21 2:21,48 48 48 49 51 48 51 50 53,411
30,5/28/21 2:22,48 48 48 49 51 48 51 51 53,453
1,5/28/21 2:23,48 48 48 49 51 48 51 55 55,466
71,5/28/21 2:23,48 48 48 49 51 48 51 53 53,412
71,5/28/21 2:23,48 48 48 49 51 48 51 53 53,412
1,5/28/21 2:25,48 48 48 49 51 48 51 48 57,473
1,5/28/21 2:25,48 48 48 49 51 48 51 48 57,473
13,5/28/21 2:27,48 48 48 49 51 48 51 50 53,411
13,5/28/21 2:27,48 48 48 49 51 48 51 50 53,411
13,5/28/21 2:28,48 48 48 49 51 48 51 50 53,411
1,5/28/21 2:28,48 48 48 49 51 48 50 52 55,463
1,5/28/21 2:29,48 48 48 49 51 48 50 53 48,469
1,5/28/21 2:29,48 48 48 49 51 48 50 53 48,469
1,5/28/21 2:29,48 48 48 49 51 48 50 53 48,469
30,5/28/21 2:29,48 48 48 49 51 48 51 51 53,453
30,5/28/21 2:30,48 48 48 49 51 48 51 51 53,453
13,5/28/21 2:32,48 48 48 49 51 48 51 50 53,411
13,5/28/21 2:32,48 48 48 49 51 48 51 50 53,411
1,5/28/21 2:33,48 48 48 49 51 48 50 52 50,452
13,5/28/21 2:33,48 48 48 49 51 48 51 50 53,411
1,5/28/21 2:33,48 48 48 49 51 48 51 55 55,466
13,5/28/21 2:33,48 48 48 49 51 48 51 50 53,411
13,5/28/21 2:33,48 48 48 49 51 48 51 50 53,411
13,5/28/21 2:33,48 48 48 49 51 48 51 50 53,411
13,5/28/21 2:34,48 48 48 49 51 48 51 50 53,411
13,5/28/21 2:35,48 48 48 49 51 48 51 50 53,411
30,5/28/21 2:35,48 48 48 49 51 48 50 53 48,469
30,5/28/21 2:35,48 48 48 49 51 48 50 53 48,469
30,5/28/21 2:37,48 48 48 49 51 48 50 52 55,463
30,5/28/21 2:37,48 48 48 49 51 48 50 52 55,463
30,5/28/21 2:38,48 48 48 49 51 48 51 54 50,462
30,5/28/21 2:38,48 48 48 49 51 48 51 54 50,462
13,5/28/21 2:39,48 48 48 49 51 48 50 52 56,423
1,5/28/21 2:39,48 48 48 49 51 48 51 51 53,453
30,5/28/21 2:40,48 48 48 49 51 48 51 54 50,462
30,5/28/21 2:40,48 48 48 49 51 48 51 54 50,462
13,5/28/21 2:41,48 48 48 49 51 48 50 52 56,423
13,5/28/21 2:41,48 48 48 49 51 48 50 52 56,423
30,5/28/21 2:42,48 48 48 49 51 48 51 54 50,462
30,5/28/21 2:43,48 48 48 49 51 48 51 54 50,462
13,5/28/21 2:44,48 48 48 49 51 48 50 52 56,423
13,5/28/21 2:45,48 48 48 49 51 48 50 52 56,423
1,5/28/21 2:45,48 48 48 49 51 48 51 55 52,465
1,5/28/21 2:45,48 48 48 49 51 48 51 55 52,465
1,5/28/21 2:45,48 48 48 49 51 48 51 51 53,453
13,5/28/21 2:48,48 48 48 49 51 48 50 52 56,423
13,5/28/21 2:48,48 48 48 49 51 48 50 52 56,423
13,5/28/21 2:49,48 48 48 49 51 48 50 52 56,423
13,5/28/21 2:49,48 48 48 49 51 48 50 52 56,423
30,5/28/21 2:50,48 48 48 49 51 48 51 55 52,465
13,5/28/21 2:51,48 48 48 49 51 48 50 52 56,423
30,5/28/21 2:51,48 48 48 49 51 48 51 55 52,465
13,5/28/21 2:52,48 48 48 49 51 48 50 57 49,402
13,5/28/21 2:53,48 48 48 49 51 48 50 57 49,402
71,5/28/21 2:55,48 48 48 49 51 48 50 48 57,408
71,5/28/21 2:56,48 48 48 49 51 48 50 48 57,408
13,5/28/21 2:59,48 48 48 49 51 48 50 57 49,402
13,5/28/21 3:00,48 48 48 49 51 48 50 57 49,402
30,5/28/21 3:04,48 48 48 49 51 48 51 55 55,466
30,5/28/21 3:04,48 48 48 49 51 48 51 55 55,466
71,5/28/21 3:05,48 48 48 49 51 48 51 50 53,411
71,5/28/21 3:05,48 48 48 49 51 48 51 50 53,411
30,5/28/21 3:07,48 48 48 49 51 48 51 48 57,473
30,5/28/21 3:08,48 48 48 49 51 48 51 50 52,450
30,5/28/21 3:08,48 48 48 49 51 48 51 50 52,450
30,5/28/21 3:09,48 48 48 49 51 48 51 48 57,473
3,5/28/21 3:09,48 48 48 49 51 48 50 52 56,423
30,5/28/21 3:12,48 48 48 49 51 48 50 52 49,459
7,5/28/21 3:12,48 48 48 49 51 48 51 55 52,465
12,5/28/21 3:14,48 48 48 49 51 48 50 53 56,437
12,5/28/21 3:15,48 48 48 49 51 48 50 53 56,437
30,5/28/21 3:16,48 48 48 49 51 48 50 52 50,452
30,5/28/21 3:16,48 48 48 49 51 48 50 52 50,452
13,5/28/21 3:19,48 48 48 49 51 48 50 52 54,418
13,5/28/21 3:19,48 48 48 49 51 48 50 52 54,418
13,5/28/21 3:19,48 48 48 49 51 48 50 52 54,418
71,5/28/21 3:19,48 48 48 49 51 48 50 52 56,423
13,5/28/21 3:19,48 48 48 49 51 48 50 52 54,418
13,5/28/21 3:19,48 48 48 49 51 48 50 52 54,418
71,5/28/21 3:19,48 48 48 49 51 48 50 52 56,423
13,5/28/21 3:19,48 48 48 49 51 48 50 52 54,418
13,5/28/21 3:20,48 48 48 49 51 48 50 52 54,418
71,5/28/21 3:20,48 48 48 49 51 48 50 52 56,423
71,5/28/21 3:20,48 48 48 49 51 48 50 52 56,423
71,5/28/21 3:20,48 48 48 49 51 48 50 52 56,423
30,5/28/21 3:21,48 48 48 49 51 48 50 52 49,459
13,5/28/21 3:22,48 48 48 49 51 48 51 50 53,411
30,5/28/21 3:23,48 48 48 49 51 48 50 52 49,459
13,5/28/21 3:23,48 48 48 49 51 48 51 50 53,411
13,5/28/21 3:23,48 48 48 49 51 48 50 52 54,418
13,5/28/21 3:23,48 48 48 49 51 48 51 50 53,411
13,5/28/21 3:23,48 48 48 49 51 48 51 50 53,411
13,5/28/21 3:24,48 48 48 49 51 48 51 50 53,411
13,5/28/21 3:24,48 48 48 49 51 48 51 50 53,411
13,5/28/21 3:24,48 48 48 49 51 48 51 50 53,411
13,5/28/21 3:24,48 48 48 49 51 48 51 50 53,411
13,5/28/21 3:25,48 48 48 49 51 48 51 50 53,411
7,5/28/21 3:26,48 48 48 49 51 48 50 49 54,471
71,5/28/21 3:27,48 48 48 49 51 48 51 55 56,401
71,5/28/21 3:28,48 48 48 49 51 48 51 55 56,401
13,5/28/21 3:28,48 48 48 49 51 48 51 50 53,411
13,5/28/21 3:28,48 48 48 49 51 48 51 50 53,411
13,5/28/21 3:29,48 48 48 49 51 48 51 50 53,411
